# curie_map:
#   ICD10CM: http://apps.who.int/classifications/icd10/browse/2010/en#/
#   NCI: http://purl.obolibrary.org/obo/NCIT_
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2018-07-05'
# mapping_provider: https://ncit.nci.nih.gov/ncitbrowser/ajax?action=export_maps_to_mapping&target=ICD10CM%202017
# mapping_set_id: http://w3id.org/mapping_commons/disease-mappings/ncit_icd10_2017.sssom.tsv
# mapping_tool: https://github.com/mapping-commons/sssom-py
subject_id	predicate_id	object_id	match_type	subject_label	confidence
NCI:C9335	skos:narrowMatch	ICD10CM:C50.3	Unspecified	Malignant neoplasm: Lower-inner quadrant of breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.4	Unspecified	Malignant neoplasm: Upper-outer quadrant of breast	0.8
NCI:C9335	skos:relatedMatch	ICD10CM:C50.912	Unspecified	Malignant neoplasm of unspecified site of left female breast	0.8
NCI:C9335	skos:relatedMatch	ICD10CM:C50.929	Unspecified	Malignant neoplasm of unspecified site of unspecified male breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.211	Unspecified	Malignant neoplasm of upper-inner quadrant of right female breast	0.8
NCI:C9335	skos:relatedMatch	ICD10CM:C50.811	Unspecified	Malignant neoplasm of overlapping sites of right female breast	0.8
NCI:C9335	skos:relatedMatch	ICD10CM:C50.911	Unspecified	Malignant neoplasm of unspecified site of right female breast	0.8
NCI:C9335	skos:relatedMatch	ICD10CM:C50.812	Unspecified	Malignant neoplasm of overlapping sites of left female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.2	Unspecified	Malignant neoplasm: Upper-inner quadrant of breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.411	Unspecified	Malignant neoplasm of upper-outer quadrant of right female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.419	Unspecified	Malignant neoplasm of upper-outer quadrant of unspecified female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.219	Unspecified	Malignant neoplasm of upper-inner quadrant of unspecified female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.5	Unspecified	Malignant neoplasm: Lower-outer quadrant of breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.311	Unspecified	Malignant neoplasm of lower-inner quadrant of right female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.519	Unspecified	Malignant neoplasm of lower-outer quadrant of unspecified female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.112	Unspecified	Malignant neoplasm of central portion of left female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.412	Unspecified	Malignant neoplasm of upper-outer quadrant of left female breast	0.8
NCI:C9335	skos:relatedMatch	ICD10CM:C50.8	Unspecified	Malignant neoplasm: Overlapping lesion of breast	0.8
NCI:C9335	skos:relatedMatch	ICD10CM:C50.919	Unspecified	Malignant neoplasm of unspecified site of unspecified female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.512	Unspecified	Malignant neoplasm of lower-outer quadrant of left female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.111	Unspecified	Malignant neoplasm of central portion of right female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.212	Unspecified	Malignant neoplasm of upper-inner quadrant of left female breast	0.8
NCI:C9335	skos:exactMatch	ICD10CM:C50	Unspecified	Malignant neoplasm of breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.312	Unspecified	Malignant neoplasm of lower-inner quadrant of left female breast	0.8
NCI:C9335	skos:relatedMatch	ICD10CM:C50.91	Unspecified	Malignant neoplasm of breast of unspecified site, female	0.8
NCI:C9335	skos:relatedMatch	ICD10CM:C50.9	Unspecified	Malignant neoplasm: Breast, unspecified	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.319	Unspecified	Malignant neoplasm of lower-inner quadrant of unspecified female breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.1	Unspecified	Malignant neoplasm: Central portion of breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.6	Unspecified	Malignant neoplasm: Axillary tail of breast	0.8
NCI:C9335	skos:narrowMatch	ICD10CM:C50.511	Unspecified	Malignant neoplasm of lower-outer quadrant of right female breast	0.8
NCI:C9335	skos:relatedMatch	ICD10CM:C50.819	Unspecified	Malignant neoplasm of overlapping sites of unspecified female breast	0.8
NCI:C3211	skos:relatedMatch	ICD10CM:C85.80	Unspecified	Other specified types of non-Hodgkin lymphoma, unspecified site	0.8
NCI:C3211	skos:relatedMatch	ICD10CM:C85.82	Unspecified	Other specified types of non-Hodgkin lymphoma, intrathoracic lymph nodes	0.8
NCI:C3211	skos:relatedMatch	ICD10CM:C85	Unspecified	Other and unspecified types of non-Hodgkin lymphoma	0.8
